"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL1993877";"";"0";"226.28";"0";"2.11";"SID103904990";"C#Cc1cn(C2CCCC2)c2ncnc(N)c12";"Ki";"'='";"1258.93";"nM";"5.90";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963826";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: FLT1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1976420";"";"0";"281.36";"0";"3.41";"SID103905182";"CCc1c(-c2ccc(C(C)(C)O)cc2)[nH]c2nccnc12";"Ki";"'>'";"1995.26";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963826";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: FLT1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL413779";"";"0";"433.85";"0";"2.96";"SID103905149";"N#Cc1ncc2nc1OCCCCCOc1cc(OCCO)c(Cl)cc1NC(=O)N2";"Ki";"'>'";"398.11";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963826";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: FLT1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1973961";"";"0";"491.54";"0";"4.44";"SID103905027";"COc1cc(N2CCN(C)CC2)ccc1C(=O)Nc1n[nH]c2ccc(Cc3cc(F)cc(F)c3)cc12";"Ki";"'>'";"3981.07";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963826";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: FLT1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1973540";"";"0";"449.52";"0";"3.90";"SID103904953";"O=C1Nc2ccc3ncsc3c2C1=CNc1ccc(S(=O)(=O)Nc2ccccn2)cc1";"Ki";"'='";"10.0";"nM";"8.00";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963826";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: FLT1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL572878";"TOZASERTIB";"2";"464.60";"0";"3.50";"SID103905648";"Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1";"Ki";"'='";"1258.93";"nM";"5.90";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963826";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: FLT1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1985681";"";"0";"305.34";"0";"2.41";"SID103905573";"N#Cc1ccc2c(c1)C(c1ccc3c(n1)CCCC3O)C(=O)N2";"Ki";"'='";"1584.89";"nM";"5.80";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963826";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: FLT1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL516248";"GW804482X";"0";"379.44";"0";"3.77";"GW804482X";"COc1cccc(COc2cc(-n3cnc4ccccc43)sc2C(N)=O)c1";"Inhibition";"'='";"-0.83";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1962299";"GSK_PKIS: FLT1 mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL25";"ASPIRIN";"4";"180.16";"0";"1.31";"Aspirin";"CC(=O)Oc1ccccc1C(=O)O";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909118";"DRUGMATRIX: Vascular Endothelial Growth Factor (VEGF) radioligand binding (ligand: [125I] VEGF)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307501";""
"CHEMBL1909382";"GW759710A";"0";"359.79";"0";"3.20";"GW759710A";"Cl.NC(=O)c1cccc(Nc2nccc(Nc3cccc(F)c3)n2)c1";"Inhibition";"'='";"16.44";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1962299";"GSK_PKIS: FLT1 mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL3102948";"";"0";"390.44";"0";"4.93";"19";"COc1ccc(-c2cnc3[nH]cc(-c4ccc(OC)c(OC)c4)c3c2)cc1OC";"Inhibition";"'='";"81.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3368340";"Inhibition of FLT1 (unknown origin) at 1 uM by KINOMEscanning assay relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352338";"1";"Scientific Literature";"J. Med. Chem.";"2014";"None";""
"CHEMBL3319468";"";"0";"420.47";"0";"4.94";"32";"COc1ccc(-c2c[nH]c3ncc(-c4cc(OC)c(OC)c(OC)c4)cc23)cc1OC";"Inhibition";"'='";"75.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3368340";"Inhibition of FLT1 (unknown origin) at 1 uM by KINOMEscanning assay relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352338";"1";"Scientific Literature";"J. Med. Chem.";"2014";"None";""
"CHEMBL554";"LAPATINIB";"4";"581.07";"2";"6.14";"Lapatinib";"CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1";"Activity";"'='";"86.0";"%";"";"";"";"";"";"";"";"";"False";"CHEMBL4724271";"Effect on human recombinant N-terminal GST-tagged FLT1 (784 to end residues) expressed in baculovirus infected Sf9 insect cells in presence of substrate and [gamma-32ATP] at 10 uM incubated for 30 mins by scintillation counting based radiometry assay relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4715878";"1";"Scientific Literature";"J Med Chem";"2020";"None";"Dose = 10.0 microM | TIME = 0.5 hr"
"CHEMBL4782561";"";"0";"558.01";"2";"6.29";"17d";"O=C(Nc1ccc2ncnc(Nc3ccc(Oc4cccc(F)c4)c(Cl)c3)c2c1)c1ccc(CNCCO)cc1";"Activity";"'='";"-25.0";"%";"";"";"";"";"";"";"";"";"False";"CHEMBL4724271";"Effect on human recombinant N-terminal GST-tagged FLT1 (784 to end residues) expressed in baculovirus infected Sf9 insect cells in presence of substrate and [gamma-32ATP] at 10 uM incubated for 30 mins by scintillation counting based radiometry assay relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4715878";"1";"Scientific Literature";"J Med Chem";"2020";"None";"Dose = 10.0 microM | TIME = 0.5 hr"
"CHEMBL6291";"BISINDOLYLMALEIMIDE IX";"0";"457.56";"0";"3.72";"4, Ro-318220";"Cn1cc(C2=C(c3cn(CCCSC(=N)N)c4ccccc34)C(=O)NC2=O)c2ccccc21";"Inhibition";"'='";"73.2";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1777646";"Inhibition of Flt1 at 10 uM by ELISA based method";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1773035";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL4174540";"";"0";"473.62";"0";"4.09";"11j";"COc1ccc(Nc2nccc(-c3sc(SCCN4CCOCC4)nc3C)n2)c(OC)c1";"Inhibition";"'='";"80.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL4133285";"Inhibition of FLT1 (unknown origin) at 10 uM relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130417";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";""
"CHEMBL468963";"GW779439X";"0";"454.46";"0";"3.70";"GW779439X";"CN1CCN(c2ccc(Nc3nccc(-c4cnn5ncccc45)n3)cc2C(F)(F)F)CC1";"Inhibition";"'='";"11.45";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1962298";"GSK_PKIS: FLT1 mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL1909370";"GW694234A";"0";"532.78";"1";"5.94";"GW694234A";"COC(=O)Nc1nc2cc(Oc3ccc(NC(=O)Nc4cccc(Br)c4)cc3)ccc2[nH]1.Cl";"Inhibition";"'='";"53.66";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1962299";"GSK_PKIS: FLT1 mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL202891";"GW679410X";"0";"328.38";"0";"4.21";"GW679410X";"COc1ccc(-c2cc(-c3c[nH]nc3-c3ccccn3)ccn2)cc1";"Inhibition";"'='";"3.66";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1962298";"GSK_PKIS: FLT1 mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL1624529";"";"0";"416.36";"0";"1.89";"SID103905367";"NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC12";"Ki";"'>'";"398.11";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963826";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: FLT1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1934302";"";"0";"403.44";"0";"3.10";"10b";"CCC(=O)Oc1cccc(-c2nc(N3CCOCC3)c3cc4ncccc4n3n2)c1";"Inhibition";"'='";"60.6";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1937673";"Inhibition of Flt-1 at 10 uM";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1933031";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2012";"None";""
"CHEMBL1934307";"";"0";"452.47";"0";"3.40";"10g";"O=C(Oc1cccc(-c2nc(N3CCOCC3)c3cc4ncccc4n3n2)c1)c1ccncc1";"Inhibition";"'='";"49.1";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1937673";"Inhibition of Flt-1 at 10 uM";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1933031";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2012";"None";""
"CHEMBL156263";"";"0";"294.31";"0";"2.17";"SB-376719";"COc1ccccc1C1=C(Nc2ccccc2)C(=O)NC1=O";"Inhibition";"'='";"3.09";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1962299";"GSK_PKIS: FLT1 mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL1990912";"";"0";"265.32";"0";"2.70";"SID103904736";"OCCNc1cc2cc(-c3cccnc3)ccc2cn1";"Ki";"'>'";"398.11";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963826";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: FLT1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1983348";"";"0";"386.46";"0";"4.26";"SID103904905";"CCCCN(CCC#N)C(=O)c1ccc2nc(-c3n[nH]c4ccccc34)[nH]c2c1";"Ki";"'='";"630.96";"nM";"6.20";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963826";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: FLT1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL2001584";"";"0";"595.70";"1";"4.71";"SID103905556";"Cn1cc(-c2cccc(NC(=O)c3ccc(C(C)(C)C)cc3)c2CO)cc(Nc2ccc(C(=O)N3CCOCC3)cn2)c1=O";"Ki";"'>'";"3981.07";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963826";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: FLT1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1974875";"";"0";"212.23";"0";"0.60";"SID103905499";"O=C(O)c1csc2c1NCCNC2=O";"Ki";"'='";"25118.86";"nM";"4.60";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963826";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: FLT1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL2002165";"";"0";"502.58";"2";"5.57";"SID103904322";"CC(O)Cn1cc(-c2cnc(N)c3c(-c4ccc(NC(=O)Nc5cccc(F)c5)cc4)csc23)cn1";"Ki";"'='";"0.5012";"nM";"9.30";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963826";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: FLT1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1998585";"";"0";"447.42";"1";"5.74";"SID103904277";"Nc1ncnc2scc(-c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)c12";"Ki";"'='";"2.512";"nM";"8.60";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963826";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: FLT1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL2004934";"";"0";"350.39";"0";"4.39";"SID103904558";"COc1cccc(C(C)NC(=O)c2ccc(-c3ccncc3)c(F)c2)c1";"Ki";"'>'";"398.11";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963826";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: FLT1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1973516";"";"0";"439.53";"0";"3.85";"SID103905159";"CCN1CCN(c2ccc(Nc3ncc(C#N)c(Nc4ccc5[nH]ncc5c4)n3)cc2)CC1";"Ki";"'='";"25.12";"nM";"7.60";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963826";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: FLT1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL2004025";"";"0";"425.46";"0";"2.48";"SID103905521";"COCOc1cccc(OCOC)c1-c1ccc(NS(C)(=O)=O)cc1C(=O)OC";"Ki";"'>'";"3981.07";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963826";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: FLT1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL322153";"";"0";"411.48";"0";"2.93";"2a25";"COc1ccc2c(c1)c(/C=C1\C(=O)Nc3ccc(S(=O)(=O)N(C)C)cc31)cn2C";"Activity";"'='";"96.0";"%";"";"";"";"";"";"";"";"";"False";"CHEMBL4765816";"Inhibition of human VEGFR1 assessed as residual activity at 0.1 uM relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4765228";"1";"Scientific Literature";"Eur J Med Chem";"2016";"None";"Dose = 0.1 microM"
"CHEMBL104333";"";"0";"383.43";"0";"2.33";"2a22";"COc1ccc2c(c1)c(/C=C1\C(=O)Nc3ccc(S(N)(=O)=O)cc31)cn2C";"Activity";"'='";"94.0";"%";"";"";"";"";"";"";"";"";"False";"CHEMBL4765816";"Inhibition of human VEGFR1 assessed as residual activity at 0.1 uM relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4765228";"1";"Scientific Literature";"Eur J Med Chem";"2016";"None";"Dose = 0.1 microM"
"CHEMBL2062290";"";"0";"598.48";"0";"4.51";"SB-739245-AC";"CCN1CCC(CC(=O)Nc2n[nH]c3nc(-c4cccs4)c(Br)cc23)CC1.O=C(O)C(O)C(O)C(=O)O";"Inhibition";"'='";"0.44";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1962298";"GSK_PKIS: FLT1 mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL272026";"GW290597X";"0";"467.51";"0";"1.12";"GW290597X";"NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(C(=O)NCCCn4ccnc4)cc32)cc1";"Inhibition";"'='";"0.63";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1962298";"GSK_PKIS: FLT1 mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL385426";"GW450241X";"0";"294.40";"0";"3.74";"GW450241X";"CCc1cccc(CC)c1/C=C/c1cncc(C(=O)NC)c1";"Inhibition";"'='";"4.96";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1962298";"GSK_PKIS: FLT1 mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL160333";"";"0";"349.17";"0";"3.18";"SB-409514";"O=C1NC(=O)C(c2cccc(Cl)c2)=C1Nc1ccc(O)c(Cl)c1";"Inhibition";"'='";"1.36";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1962299";"GSK_PKIS: FLT1 mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL519881";"GW861893X";"0";"483.53";"1";"5.66";"GW861893X";"COc1cc(Nc2ncc3c(C)nc(-c4cccc(Oc5ccccc5)c4)n3n2)cc(OC)c1OC";"Inhibition";"'='";"0.68";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1962298";"GSK_PKIS: FLT1 mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL707";"DOXAZOSIN";"4";"451.48";"0";"1.72";"SID90341261";"COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909118";"DRUGMATRIX: Vascular Endothelial Growth Factor (VEGF) radioligand binding (ligand: [125I] VEGF)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307501";""
"CHEMBL1794066";"GSK-619487A";"0";"525.49";"0";"1.34";"GSK619487A";"CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC3CCNCC3)c21.O=C(O)C(F)(F)F";"Inhibition";"'='";"5.67";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1962298";"GSK_PKIS: FLT1 mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL1349";"VALACYCLOVIR";"4";"324.34";"0";"-0.80";"valacyclovir";"CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"False";"CHEMBL1909118";"DRUGMATRIX: Vascular Endothelial Growth Factor (VEGF) radioligand binding (ligand: [125I] VEGF)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307501";""
